user id,query number,query,"task (+ = re-attempt, repair = trying to recover from error made by previous query, * = trying to get the browser to focus on a component, which isn't supported)",success? + = yes,Chickenfoot command
88,54,"Birthday April 28, 2001","repair, 5.6, 5.7",,"select(xpath(/* april 28 2001(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
88,55,Birthday 2001,5.7,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* birthday 2001(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
88,56,Birth day 28,5.6,,"enter(/*string*/ ""Birth day 28"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/INPUT[1]""))"
88,57,erase First name,repair,,"clear(xpath(/* name[first] (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/INPUT[1]""))"
88,58,birth year 2001,5.7,,"enter(/*string*/ ""birth year 2001"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/INPUT[1]""))"
88,59,erase First name,repair,,"clear(xpath(/* name[first] (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/INPUT[1]""))"
88,60,Birthday text 2001,5.7,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* birthday text 2001(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
88,61,Birthday,5.7 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
88,62,Birthday April,repair,,"select(xpath(/* april(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
88,63,Birthday 2001,5.7,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* birthday 2001(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
88,64,yyyy 2001,5.7 +,+,"enter(/*string*/ ""2001"", xpath(/* yyyy(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[2]""))"
88,65,dd 28,5.6 +,+,"enter(/*string*/ ""28"", xpath(/* did(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[1]""))"
89,0,http://www.google.com/,1.1,+,"go(/*url*/ ""http://www.google.com/"")"
89,1,search,1.3,,"click(xpath(/* search(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[3]""))"
89,2,search,1.3,,"click(xpath(/* search(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[3]""))"
89,3,back,repair,,back()
89,4,lucky,1.3,+,"click(xpath(/* lucky(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[4]""))"
89,5,opencourse,1.4,,"enter(/*string*/ ""opencourse"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[18]/TD[2]/INPUT[1]""))"
89,6,opencourseware,1.4,,"enter(/*string*/ ""opencourseware"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[18]/TD[2]/INPUT[1]""))"
89,7,OpenCourseWare,1.4,+,"click(xpath(/* open cours ware(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/A[2]""))"
89,8,advanced search,1.5,+,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
89,9,without,1.6 *,,"enter(/*string*/ ""without"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
89,10,without the words,1.6 *,,"enter(/*string*/ ""without"", /*the*/ xpath(/* word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
89,11,find results,1.6 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* find result(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
89,12,calendar,1.8,+,"select(xpath(/* cardinal(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
89,13,sort by date,1.9,+,"select(xpath(/* by date(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]/OPTION[2]""), xpath(/* str(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]""))"
89,14,search,1.91,+,"click(xpath(/* search(html button)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[12]/TD[3]/INPUT[1]""))"
89,15,google,2.1,,"enter(/*string*/ ""google"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[1]/DIV[1]/FORM[1]/DIV[2]/LABEL[1]/INPUT[1]""))"
89,16,www.google.com,2.1,+,"go(/*url*/ ""www.google.com"")"
89,17,images,2.2,+,"click(xpath(/* imag(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/FONT[1]/A[1]""))"
89,18,advanced,2.3,+,"click(xpath(/* advanced(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[3]/FONT[1]/A[1]""))"
89,19,all,2.4 *,,"enter(/*string*/ ""all"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
89,20,lisa simpson,2.4,+,"enter(/*string*/ ""lisa simpson"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
89,21,size large,2.5,+,"select(xpath(/* large(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]/OPTION[4]""), xpath(/* size(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]""))"
89,22,filetypes gif,2.6,+,"select(xpath(/* gif(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), xpath(/* filetype(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]""))"
89,23,coloration grayscale,2.7,+,"select(xpath(/* coloration grayscale(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), undefined)"
89,24,safesearch no,2.8,+,"select(xpath(/* safesearch no(html radiobutton)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[5]/TD[2]/FONT[1]/INPUT[1]""), undefined)"
89,25,slashdot.org,3.1,+,"go(/*url*/ ""slashdot.org"")"
89,26,login,3.2,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
89,27,nickname,3.3 *,,"enter(/*string*/ ""nickname"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
89,28,bloopy,3.3,+,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
89,29,passw,3.4 *,,"enter(/*string*/ ""passw"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
89,30,bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
89,31,password,3.4 *,,"click(xpath(/* password(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
89,32,back,repair,,back()
89,33,down,3.4 *,,"deselect(xpath(/* no keywords (html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
89,34,up,3.4 *,,"turn(xpath(/* no keywords (html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), true)"
89,35,down,3.4 *,,"deselect(xpath(/* no keywords (html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
89,36,back,3.4 *,,back()
89,37,login,repair,,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
89,38,bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
89,39,password,3.4 *,,"click(xpath(/* password(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
89,40,back,repair,,back()
89,41,down,3.4,,"deselect(xpath(/* no keywords (html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
89,42,x,frustration,,"click(xpath(/* x(html link)*/ ""BODY[1]/UL[1]/LI[12]/A[1]""))"
89,43,back,repair,,back()
89,44,login,repair,,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
89,45,bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
89,46,next,3.4 *,,forward()
89,47,public,3.5,+,"select(xpath(/* public(html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
89,48,login,3.6,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[4]""))"
89,49,ebay.com,4.1,+,"go(/*url*/ ""ebay.com"")"
89,50,reg,4.2,,"enter(/*string*/ ""reg"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[4]/SPAN[1]/INPUT[1]""))"
89,51,back,repair,,back()
89,52,ebay.com,repair,,"go(/*url*/ ""ebay.com"")"
89,53,register,4.2,+,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
89,54,street,4.3 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[1]""), xpath(/* street(html listbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]""))"
89,55,street address,4.3 *,,"enter(/*string*/ ""street"", xpath(/* addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
89,56,777 Home Drive,4.3,,"enter(/*string*/ ""777 Home Drive"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
89,57,street address,4.3 *,,"enter(/*string*/ ""street"", xpath(/* addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
89,58,777 Home Drive,4.3,,"enter(/*string*/ ""777 Home Drive"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
89,59,street address,4.3 *,,"enter(/*string*/ ""street"", xpath(/* addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
89,60,down,4.3 *,,"deselect(xpath(/* no keywords (html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[1]""), undefined)"
89,61,up,4.3 *,,"select(xpath(/* up(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[2]""), undefined)"
89,62,street address,4.3 *,,"enter(/*string*/ ""street"", xpath(/* addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
89,63,street address 2,4.4 *,,"enter(/*string*/ ""street"", xpath(/* addres[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
89,64,PO Box 777,4.4 *,,"enter(/*string*/ ""PO Box 777"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
89,65,state,4.5 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[1]""), xpath(/* state(html listbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]""))"
89,66,arizona,4.5,+,"select(xpath(/* arizona(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[4]""), undefined)"
89,67,yahoo.com,5.1,+,"go(/*url*/ ""yahoo.com"")"
89,68,sign up,5.2,+,"click(xpath(/* sign up(html link)*/ ""BODY[1]/DIV[1]/DIV[4]/DIV[1]/DIV[1]/H2[1]/SPAN[2]/A[1]""))"
89,69,sign up,5.3,+,"click(xpath(/* sign up(html button)*/ ""BODY[1]/CENTER[1]/TABLE[2]/TBODY[1]/TR[6]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/FORM[1]/INPUT[1]""))"
89,70,your answer,5.4 *,,"click(xpath(/* you answer(html link)*/ ""BODY[1]/DIV[3]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/A[1]""))"
89,71,back,repair,,back()
89,72,security question,5.4 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* security question(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/SELECT[1]""))"
89,73,* Your answer,5.4 *,,"click(xpath(/* you answer(html link)*/ ""BODY[1]/DIV[3]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/A[1]""))"
89,74,back,repair,,back()
89,75,birthday,5.5 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
89,76,next frame,5.5 *,,"enter(/*string*/ ""frame"", xpath(/* no keywords [next] (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[5]/TD[3]/INPUT[1]""))"
89,77,back,repair,,back()
89,78,sign,repair,,"click(xpath(/* sign(html button)*/ ""BODY[1]/CENTER[1]/TABLE[2]/TBODY[1]/TR[6]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/FORM[1]/INPUT[1]""))"
89,79,If You Forget,5.5 *,,"click(xpath(/* if you forget(html link)*/ ""BODY[1]/DIV[3]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/A[1]""))"
89,80,back,repair,,back()
89,81,set birthday to april,5.5,+,"select(/*to*/ xpath(/* april(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
89,82,set birthday date to 21,5.6,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* birthday date to 21(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
89,83,set year to 2003,5.7,,"enter(/*string*/ ""year to 2003"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/INPUT[1]""))"
89,84,set yyyy to 2003,5.7,+,"enter(/*to*/ /*string*/ ""2003"", xpath(/* yyyy(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[2]""))"
91,0,www.google.com,1.1,+,"go(/*url*/ ""www.google.com"")"
91,1,mit,1.2,+,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
91,2,i'm feeling lucky,1.3,+,"click(xpath(/* i m feel lucky(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[4]""))"
91,3,opencourseware,1.4,,"enter(/*string*/ ""opencourseware"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[18]/TD[2]/INPUT[1]""))"
91,4,education,1.4 *,,"click(xpath(/* education(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[3]/TD[2]/STRONG[1]/A[1]""))"
91,5,opebncourseware,1.4,,"enter(/*string*/ ""opebncourseware"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/FORM[1]/INPUT[1]""))"
91,6,opencourseware,1.4,,"enter(/*string*/ ""opencourseware"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/FORM[1]/INPUT[1]""))"
91,7,ocw,1.4,+,"click(xpath(/* ocw(html link)*/ ""BODY[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[5]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/P[1]/SPAN[2]/A[8]""))"
91,8,advanced search,1.5,+,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
91,9,without the words,1.6 *,,"enter(/*string*/ ""without"", /*the*/ xpath(/* word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
91,10,without,1.6 *,,"enter(/*string*/ ""without"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
91,11,,repair,,/* no match */
